"text","post_content","source_type"
"Ça pourra servir comme papier cul !!!","L’ex-chef de l’État (2012-2017), François Hollande, publie « Unir » aux Éditions Robert Laffont. Un livre programmatique qui pourrait servir de tremplin à une nouvelle campagne présidentielle","post"
"Elle est toujours avec ka mêle robe Fouphie la pré-faite... Pas trop bu au vin d'honneur Fouphie","Le président de l’intercommunalité, Bruno Bureau, et la préfète de Gironde Sophie Brocas ont inauguré les nouveaux locaux du siège administratif à Salles le 27 août. Un projet de 1,4 million d’euros qui permet notamment d’accueillir le Conseil communautaire dans une salle modulable","post"
"C'est ce qu'ils font","Lancement de Roman, le télescope de la Nasa qui réalisera un nouvel « Atlas de l’Univers » et permettra « d’en percer les secrets »","post"
"Norbert Audran décidément vous n avez rien retenu ou compris de cette période.
Ce que vous dites est faux, enfin pour être précis incomplet donc faux:
- pour être précis, le vote cité n était pas un vote des pleins pouvoirs a Pétain mais au gouvernement.
- seuls 80 élus se sont opposés a ce vote et ils étaient quasi tous de gauche.
- la droite a voté quasiment a 100% pour les pleins pouvoirs 
- de nombreux élus de gauche menaces...

En synthèse, la gauche et la droite ont voté ensemble les pleins pouvoirs, quasiment seules des élus de gauche s y sont opposés là où toute la droite a voté pour.

Explication en vidéo si vous voulez :
https://youtube.com/shorts/TsTa5qso9wQ?si=QVD-qOII8BMGG0Pi

Ps:le FN a été fondé en 72, évidemment qu'il est facile de dire qu'ils n'ont pas voté les pleins pouvoirs 😅","Les faits remontent à mercredi 19 août, avec pour toile de fond la présence de la députée Rassemblement national","post"
"Franchement j adore propre bien ranger je retrouve l équipe de lons trop contente seul.bemol les chariot un peu lourd","L’enseigne Lidl a ouvert ce jeudi 27 août son nouveau supermarché à Lescar.","post"
"https://l.sudouest.fr/Kiiv","La place des 4-Ormeaux accueille les Vélinois vendredi 4 septembre pour le traditionnel rendez-vous gastronomique de fin de saison. Organisée par l’association Cafat, la soirée sera animée par le disc-jockey JP diffusion","post"
"Davy Davy 
Vous pouvez développer car je vois pas le rapport entre le dépérissements de certaines essences comme le châtaignier ou les chênes et les plantations monocultures en futaie régulière","🌡️🪾 Troisième département forestier de France, la Dordogne voit son or vert vaciller par endroits sous l’effet des dérèglements climatiques. Benoît Duhaze, chargé de mission au Conservatoire d’espaces naturels de Nouvelle-Aquitaine, a accompagné nos journalistes pour leur montrer les signes visibles de ce dépérissement.

📹 Virginie Desmet","post"
"Merci du cadeau","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/Px7C","post"
"Après le boulot n' est pas très motivant, tout ce qu'on fait c'est normal, les entreprises s'entendent sur les salaires et après même si c'est mérité, très difficile d' avoir une augmentation.
À 47 ans ça fait longtemps que j'ai compris et pour la politique c'est pareil, la carrotte, ça ne fonctionne plus.
Après ce n'est pas pour ça que je me mets à l' arrêt sauf quand c'est justifié mais on préserve sa santé autrement","Santé mentale : ces jeunes actifs qui enchaînent les arrêts maladie pour ne pas « cravacher » comme leurs parents
🔗https://l.sudouest.fr/JMbI","post"
"Et le 6 septembre 1997 c était les funérailles!!le jour de mon mariage","Vidéo. Rappelez-vous, en 1997, Lady Diana Spencer perdait la vie à l’âge de 36 ans dans un tragique accident de voiture à Paris","post"
"Je ne peux pas oublier cette horrible journee","Vidéo. Rappelez-vous, en 1997, Lady Diana Spencer perdait la vie à l’âge de 36 ans dans un tragique accident de voiture à Paris","post"
"🙏🏻🕯🕊","Pascal, un aide-soignant de 61 ans, a tenté de réanimer les deux jeunes serveurs périgourdins tués sur l’avenue Michel-Grandou, à Trélissac, dans la nuit du lundi 30 au mardi 31 août, peu après 2 heures du matin","post"
"Colette Perez-Martinez quel manque d'empathie","Dans le Gers, un jeune homme s’asperge d’alcool avant de plonger dans une piscine, son corps est brûlé à 80 %","post"
"Nadine Resimont https://www.amnesty.fr/communiques/turquie-alors-que-des-informations-font-etat-de-torture/.","Israélien : un ministre vante la dégradation des conditions de détention des Palestiniens","post"
"Adozinda Pereira Moco quand faut-il rire?","Après des mois d’absence, le Béarnais Frédéric Lopez relance « Un dimanche à la campagne », ce dimanche 30 août sur France 2. Découvrez les invités qui vont lancer cette cinquième saison très attendue.","post"
"Fred Armand ta gueule","🔴 « Un drame terrible » : à Trélissac, en Dordogne, deux jeunes motards perdent la vie dans un accident après avoir percuté un véhicule en stationnement à vive allure
🔗https://l.sudouest.fr/WnTP","post"
"Moi j ai accouche la veille cette un journee horrible d apprendre ce décès","Vidéo. Rappelez-vous, en 1997, Lady Diana Spencer perdait la vie à l’âge de 36 ans dans un tragique accident de voiture à Paris","post"
"C'est sur quelle chaîne et à quelle heure","Lot-et-Garonne : le château de Bonaguil figure dans Mission Patrimoine de Stéphane Bern","post"
"C est génial, t es pas virée si tu fais de la merde.... T es muté... Et le salaire reste le même... C est vraiment génial","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/15fe","post"
"Nicole Arnaud moi aussi 🤣 le même certainement","L’accident a eu lieu un peu après 18 h 30, dimanche 30 août. La victime s’en est sortie indemne","post"
"Gigi Ludo Estiment...c’est ça !","Le message « Le FCGB doit vivre » a été affiché dans les tribunes de l’Allianz Arena lors de la rencontre entre le club bavarois et Stuttgart, témoignant des liens d’amitié entre les ultras allemands et les Ultramarines bordelais","post"
"Gabrièle Joly il ne faut pas croire non plus que tout c'est le cas dans toutes les entreprises. Je travaille dans une entreprise où justement le patron est très à l'écoute, et ça n'empêche pas les arrêts de complaisance... Il y a aussi des profiteurs du système. Nous avons aussi également eu le cas d'une salarié qui a dit que si elle n'avait pas une rupture conventionnelle avec un certain montant d'indemnité, elle porterait plainte pour racisme et harcèlement moral alors qu'elle n'en a jamais subi point fort heureusement nous avons gagné en procès mais ça aurait pu causer la perte de l'entreprise qui n'était qu'une PME.","Santé mentale : ces jeunes actifs qui enchaînent les arrêts maladie pour ne pas « cravacher » comme leurs parents","post"
"Avec quel argent? Les caisses sont vides...","Présidentielle 2027 : Raphaël Glucksmann veut augmenter d’au moins 10 % les salaires des enseignants","post"
"Jicé Ashcroft les animaux n'attendent pas de se faire brûler moins cons que certains","Une ouverture de la chasse sous haute tension après un été marqué par les incendies et la sécheresse","post"
"Georges Brunot il a su bien enfoncer la tête de Fillon pour se faire élire….et maintenant 80 % des franc sont mécontents….alors à qui faire confiance maintenant.","« Solder des comptes » : l’ex Premier ministre, François Fillon, revient sur les affaires qui lui ont coûté l’élection présidentielle de 2017","post"
"Superbe émission. Merci","Après des mois d’absence, le Béarnais Frédéric Lopez relance « Un dimanche à la campagne », ce dimanche 30 août sur France 2. Découvrez les invités qui vont lancer cette cinquième saison très attendue.","post"
"Les reporters, journalistes devraient revoir leur culture générale. faudrait ￼ qu’il apprenne à faire la différence entre un festival et un rave Party.","Fusillade lors d’une rave party en Suisse : un mort et cinq blessés, le ou les auteurs des tirs toujours en fuite, traces de deux calibres différents... le point sur l’enquête","post"
"Christian Cavo je ne comprends pas , tu veux une récup et une prime sur un jour férié ou tu n’as pas travaillé du fait que tu étais en repos , c’est ça ???","Sophie Binet, leader de la CGT, accuse « une partie du patronat » de « faire la courte échelle à l’extrême droite »","post"
"La patience ça a des limites !! La justice et la police ils font quoi ????","Ajaccio : un mineur blessé par balle lors d'un rodéo urbain, la piste d’un voisin excédé est privilégiée","post"
"Perso quand je vais chez le médecin c pas pour un arrêt..
Par contre un truc me frappe c qu’il y a que des boomers qui remplissent la salle d attente et en plus dans tout les services !!
Même prendre un rdv avec ma généraliste est une mission et à cause de qui!!????","Santé mentale : ces jeunes actifs qui enchaînent les arrêts maladie pour ne pas « cravacher » comme leurs parents","post"
"Désastre familial et mondial !","Vidéo. Rappelez-vous, en 1997, Lady Diana Spencer perdait la vie à l’âge de 36 ans dans un tragique accident de voiture à Paris","post"
"Arrêtez vos salades ,des déclarations qui ne veulent rien dire, le père Faure se fiche complètement de vous, il en a toujours fait qu’a sa tête  ,il n’écoute , même pas ses compagnons de route ,ne rêvez pas madame","Budget 2027 : Maud Bregeon appelle le Parti socialiste à « la responsabilité » et souligne le « risque financier pour le pays »","post"
"Mike John CQFD","Édouard Philippe veut créer un « nouveau parti » ou une « confédération de partis » avec des « candidats uniques » pour les législatives
🔗https://l.sudouest.fr/UvJ1","post"
"Au secours ! Dégageons ces humains dépourvus de sens !!! Cupides sans affect, des fous dangereux !!!","🎙️🔥Un peu plus d’un mois après le mégafeu parti de Saumos, qui a détruit 42 000 hectares en Gironde, la préfète de la Gironde, Sophie Brocas, a tenu ce mardi 25 août une conférence de presse consacrée au « retour d’expérience » sur la gestion de l’incendie. À ses côtés, le contrôleur général Marc Vermeulen, directeur départemental du SDIS de la Gironde, est également revenu sur la gestion de cette crise hors norme.","post"
"Mon dieu mais foutez la paix a Bordeaux!! On a assez à faire avec nos p e d o criminels. Pas besoin d’une incompétente et d’une bénie oui oui du gouvernement. Nous voulons des personnes responsables et qui agissent dans l’intérêt des enfants. Cela suffit de se cacher derrière Darmanin…","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/15fe","post"
"Il le mérite je l'ai visité plusieurs fois le château de Beynes 78 est son petit frère","Lot-et-Garonne : le château de Bonaguil figure dans Mission Patrimoine de Stéphane Bern","post"
"Faut enlever encore jour de carence ça va les calmer","Santé mentale : ces jeunes actifs qui enchaînent les arrêts maladie pour ne pas « cravacher » comme leurs parents","post"
"Puis ya moi qui a galerer pendant +6 mois pour trouver du travail 🥲🥲🥲franchement ce mettre en aret pour si peut cest pas la chose a faire...certain comme moi son bosseur et jeunes mais parce que des trous du cul en ont rien a faire,des places nous passe sous le nez et ont galere parce que trop de jeune abuse,cest super injuste enfaite","Santé mentale : ces jeunes actifs qui enchaînent les arrêts maladie pour ne pas « cravacher » comme leurs parents","post"
"Très belle émission.
Des invités très touchants.","Après des mois d’absence, le Béarnais Frédéric Lopez relance « Un dimanche à la campagne », ce dimanche 30 août sur France 2. Découvrez les invités qui vont lancer cette cinquième saison très attendue.","post"
"Festival on a dit faite votre taf de journaliste de merde","Suisse : coups de feu en marge d’une rave party à Aarau, plusieurs victimes
🔗https://l.sudouest.fr/Mtni","post"
"Inapproprié c est une blague ?","Thomas Cazenave, maire de Bordeaux et président de la Métropole où Patrick Bruel doit se produire début novembre, prend une nouvelle fois position","post"
"Merci pour cette émission très intéressante !","Après des mois d’absence, le Béarnais Frédéric Lopez relance « Un dimanche à la campagne », ce dimanche 30 août sur France 2. Découvrez les invités qui vont lancer cette cinquième saison très attendue.","post"
"NON MERCI","Édouard Philippe veut créer un « nouveau parti » ou une « confédération de partis » avec des « candidats uniques » pour les législatives
🔗https://l.sudouest.fr/UvJ1","post"
"Je m'en souviens ma mère était dévastée d'apprendre cela moi du haut de mes 14 ans presque 15... C'est comme si le monde s'arrêtait... Triste nouvelle... Quel repose en paix elle qui a fait tellement pour bcp","Vidéo. Rappelez-vous, en 1997, Lady Diana Spencer perdait la vie à l’âge de 36 ans dans un tragique accident de voiture à Paris","post"
"Richard Mechaouit Gomez parfaitement, du côté normal de ce monde, j'aide une association à récolter de la nourriture et des abris pour les chats errants
Je n'ai pas besoin de tuer pour éprouver du plaisir
Par contre je t'ai bien parlé sac à merde, tu aurais dû en faire autant car maintenant la discussion va prendre une tout autre tournure résidu de capote
J'echange un avis calmement, tu n'en es pas capable, très bien
Maintenant viens me répondre et tu ne vas pas être déçu le suppôt de Satan
Encore un que sa vieille aurait dû avaler 🖕🖕🖕🖕
Et toi trou du cul à part massacrer les animaux et jouer à loto comme un vieux croûton que tu es, tu fais quoi enfant de pute ?","L’association présidée par Laurent Leclercq, qui compte 220 adhérents, accueillera les chasseurs au port les samedis 5 et 12 septembre afin de préparer la nouvelle saison et d’échanger sur la gestion du gibier","post"
"Quelle joie de lire ca !!!!","« C’est la collectivité qui a payé » : à Lésignac-Durand, la justice donne finalement raison au nouveau maire Armand Agostinelli face à l’ancien
➡️ https://l.charentelibre.fr/9fs","post"
"Nadine Resimont Personnellement non,  mais de nombreux reportages et même un film de renom midnight express les décrivent au mieux .
Et vous connaissez-vous les prisons françaises, anglaises .....","Israélien : un ministre vante la dégradation des conditions de détention des Palestiniens","post"
"Je me souviens. Reposez en paix ❤️","Vidéo. Rappelez-vous, en 1997, Lady Diana Spencer perdait la vie à l’âge de 36 ans dans un tragique accident de voiture à Paris","post"
"Ju Dupd le problème les gens veulent 1 vêtement par jour, ils se plaignent ensuite de pas avoir d'argent...","Shein, Temu, AliExpress : jusqu’à 19,50 euros de pénalité par vêtement, le gouvernement précise les modalités du malus financier","post"
"À cause d’elle que la petite Lyhanna n’est plus dans ce monde","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/15fe","post"
"Même là, on se fait arnaquer. Ça oblige les gens qui n'ont pas trop de moyens à acheter dans les boutiques en France à des prix excessifs.","👗🚫Jusqu’à 19,50 euros de pénalité d’ici 2030 : dès le 1er septembre, comment va fonctionner ce malus contre la fast-fashion en France
🔗https://l.sudouest.fr/DD2f","post"
"Pierre Lorteau dis le gars qui nous pollue l'air et le calme avec des grosses becanes","Une ouverture de la chasse sous haute tension après un été marqué par les incendies et la sécheresse","post"
"183 maisons qui on brûle honteux honteux conard de macron il sont ou les canadaires et l'argent elle est où fumier tu la donné a zelensky anculler fumier de voleur tu mérite un coup de fusil","💬🔥 Deux semaines après le départ de l'un des plus grands feux de l'histoire française, à Saumos, le contrôleur général Marc Vermeulen, directeur du service départemental d'incendie et de secours de Gironde, revient sur la violence de l'incendie. Il répond également aux polémiques sur sa gestion du sinistre, et notamment sur l'équilibre des moyens déployés entre Le Porge, Lège et le Cap-Ferret.
🔗https://l.sudouest.fr/26d9","post"
"Je les plains, non seulement ils sont dévastés mais ils ont du subir cette préfète indigne.","Un mois après l’incendie, plus de 500 habitants du Porge ont répondu à l’invitation de la préfète de Gironde Sophie Brocas, ce 26 août. Si la reconstruction et les aides à venir ont été évoquées, la soirée a surtout ravivé les questions sur la gestion de la crise du 22 juillet et les responsabilités de l’État","post"
"Odile Pringault vous ne m'avez pas compris, je pense!! je dis seulement que lorsque l'on fait construire, le terrain coute plus cher que la maison!!! Donc, dans le cas des sinistrés ils ont déjà leur terrain, donc des frais en moins !!! et quand on assure la maison, on choisit souvent ""reconstruction à neuf"" donc ça devrait etre bon!!!","Le Secours populaire lance un appel aux dons de bicyclettes, principalement destinées aux adolescents dont les familles ont été touchées par le mégafeu. L’objectif : leur permettre de retrouver le chemin du collège ou du lycée en toute autonomie","post"
"Laure Bertrand Si un peu, moins puissante, mais c'est pareil pour tout le monde, R.Smith reste un TRES grand !","Pendant plus de deux heures, Robert Smith et ses cinq acolytes ont revisité près de cinquante ans de carrière, entre tubes définitifs et morceaux plus expérimentaux, ombre gothique et lumière pop, sans jamais rien lâcher de leur exigence artistique
🔗https://l.sudouest.fr/uqtH","post"
"Il faut arrêter de blâmer les jeunes.
À tout les vieux qui sont nés avant 1970, retombez sur terre et comprenez le monde dans lequel on vit. 
Quand un salaire sert juste à payer un loyer et qu'il n'y a aucune bonne perspective financière pour le futur ça sert a quoi d'aller travailler quand on peut faire autrement ? 
Vous pensez que c'est marrant de faire la colloc quand on a 30/40 ans ?","Santé mentale : ces jeunes actifs qui enchaînent les arrêts maladie pour ne pas « cravacher » comme leurs parents
🔗https://l.sudouest.fr/JMbI","post"
"Dans une démocratie comme les états unis. Les aveux sous la torture sont irrecevables .","États-Unis : la justice militaire américaine déclare irrecevables les aveux du cerveau présumé du 11-Septembre","post"
"Charly Poupette et l’auteur des faits quand il sortira de prison, aura t’il envie de recommencer 🤔","Ajaccio : un mineur blessé par balle lors d'un rodéo urbain, la piste d’un voisin excédé est privilégiée","post"
"Hors de question en ce qui me concerne","👗🚫Jusqu’à 19,50 euros de pénalité d’ici 2030 : dès le 1er septembre, comment va fonctionner ce malus contre la fast-fashion en France
🔗https://l.sudouest.fr/DD2f","post"
"Sa démarche est logique compte tenu de ses positions très critiques, à un moment il faut bien devenir constructif. Ceci étant dit, l'entreprise n'est pas simple, qui pourra t- elle convaincre de lui emboîter le pas? Quelles personnaltés politiques crédibles pourront l'aider à rendre son projet consistant? Je suis sa démarche avec curiosité ...","« J’en ai assez de commenter le désastre » : la journaliste Natacha Polony se lance en politique pour « perturber l’entre-soi »","post"
"Laurent Jauffrion la démolition ne sera pas gratuite non plus... 🤗","La Ville de La Tremblade veut accompagner le démantèlement du phare de la Coubre","post"
"Geo Glen c’est faux...il n'y a qu'à voir la photo. Nombre de gens s'approchent et touchent et ça ne s'arrête jamais.","Le bateau de l’ONG environnementale était dans les eaux luziennes du 12 au 18 août 2026. Si Lamya Essemlali constate que des mesures de protection du cétacé ont été prises, elle estime qu’il faut accentuer à la fois la répression et la pédagogie, pour qu’il ne connaisse pas le même destin que ses semblables isolés","post"
"J'oublierai jamais ce jour repose en Paix Diana 🕊🙏😢🌹","Vidéo. Rappelez-vous, en 1997, Lady Diana Spencer perdait la vie à l’âge de 36 ans dans un tragique accident de voiture à Paris","post"
"Dani Smooky C'est exactement ce que j'ai écrit : Macron ne fait RIEN pour nous!!! C'est quoi votre problème? Besoin de lunettes? trop fumé la moquette?😂","Défense européenne : pourquoi Macron se déplace en Suède pour la signature d’un contrat de frégates à 4,3 milliards d’euros","post"
"Dominique Deloubrière alors toi TU Est Une belle couilles","🔴 « Un drame terrible » : à Trélissac, en Dordogne, deux jeunes motards perdent la vie dans un accident après avoir percuté un véhicule en stationnement à vive allure
🔗https://l.sudouest.fr/WnTP","post"
"Lolo Beme  Saint Pierre Et Miquelon accueillerait les procureurs incompétents bien sûr …mais qui vous dit qu’on  en veut à Saint Pierre et Miquelon ??? 😡
Laissez notre archipel tranquille.","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/15fe","post"
"Oui je m'en souviens comme si c'était hier reposez en paix","Vidéo. Rappelez-vous, en 1997, Lady Diana Spencer perdait la vie à l’âge de 36 ans dans un tragique accident de voiture à Paris","post"
"Un accident (mon oeil","Vidéo. Rappelez-vous, en 1997, Lady Diana Spencer perdait la vie à l’âge de 36 ans dans un tragique accident de voiture à Paris","post"
"Romuald Jutel tu as encore perdu une occasion de prouver que t'étais pas si bête mais perdu avant de te renseigner tu as répondu bêtement a la couverture mensongère.... Et qui plus est , à l'aide de tes connaissances qui semblent pour le moins très limitées ..","Suisse : coups de feu en marge d’une rave party à Aarau, plusieurs victimes
🔗https://l.sudouest.fr/Mtni","post"
"Garde à vue et????","Deux jours après les tirs qui ont blessé un jeune homme dans le quartier de Dravemont, un suspect a été interpellé ce dimanche 30 août. Il a été placé en garde à vue","post"
"T en mieux c est l arrière saison été indien lol 🤣","Météo : 32 °C à Bordeaux, 35 °C à Pau... nouveau coup de chaud dans le Sud-Ouest en fin de semaine","post"
"Ils n'ont pas bosser et ils parlent déjà de partir en retraite...","Santé mentale : ces jeunes actifs qui enchaînent les arrêts maladie pour ne pas « cravacher » comme leurs parents","post"
"Y a pire comme mutation.","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/Px7C","post"
"Macron à un problème avec la Gironde ???
Après Vermeulen, le grand chef des pompiers, la prefete dont l'incompétence n'est plus à démontrer, maintenant cette dame qui s'est illustrée bien lamentablement et de manière sordide
Effrayant !!!","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/15fe","post"
"Bien sûr pauvre femme pas de chance dans sa vie","Vidéo. Rappelez-vous, en 1997, Lady Diana Spencer perdait la vie à l’âge de 36 ans dans un tragique accident de voiture à Paris","post"
"Elle ne fait pas son travail pour elle est toujours pas radié","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/15fe","post"
"Les travailleurs pauvres ne veulent pas ce faire exploiter par des enculés de  patrons,qui,ne veulent pas augmenter les bas salaires,mais,qui roulent en Porsche.","Santé mentale : ces jeunes actifs qui enchaînent les arrêts maladie pour ne pas « cravacher » comme leurs parents
🔗https://l.sudouest.fr/JMbI","post"
"Oussama ben Laden aurait séjourné à l’American Hospital de Dubaï du 4 au 14 juillet 2001, soit seulement deux mois avant le 11-Septembre. Un représentant local de la CIA lui aurait même rendu visite le 12 juillet.","États-Unis : la justice militaire américaine déclare irrecevables les aveux du cerveau présumé du 11-Septembre","post"
"David Franchineau Les dauphins vivent en groupe, cette dauphine n’est pas la par hasard. Elle est seule le dauphin qui l'avait temporairement rejointe est parti. Un dauphin doit vivre au large avec son groupe, sinon elle va développer des maladies des problemes psychologiques et finir par mourir. Quand on n'y connaît rien aux mammifères marins on évite l’antropomorphisme déplacé.","Le bateau de l’ONG environnementale était dans les eaux luziennes du 12 au 18 août 2026. Si Lamya Essemlali constate que des mesures de protection du cétacé ont été prises, elle estime qu’il faut accentuer à la fois la répression et la pédagogie, pour qu’il ne connaisse pas le même destin que ses semblables isolés","post"
"Petit arrangement entre amis","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/Px7C","post"
"Quand sud ouest se met au click bait. Quelle pitié","Île de Ré : victime d’un coup de boule après avoir agressé sexuellement un jeune jardinier qu’il avait recruté","post"
"Jérémy Chatain C'est Bien Jérémy, tu recraches les discours gauchistes nauséabonds en bon petit soldat.","Objets personnels et souvenirs de Brigitte Bardot mis aux enchères de 20 à 10 000 euros à Paris","post"
"Olivier Caubet promotion canapé pour une et incompétence pour l'autre","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/15fe","post"
"Et voilà on augmente le rsa a ceux qui ne glandent rien .il y en a qui peuvent travailler .ca va mal finir.","Budget 2027 : le RSA et le minimum vieillesse seront indexés sur l’inflation, confirme Jean-Pierre Farandou","post"
"Galou Bzh si... Une rave party et un free party c'est pas pareil","Suisse : coups de feu en marge d’une rave party à Aarau, plusieurs victimes
🔗https://l.sudouest.fr/Mtni","post"
"Un fonctionnaire prend ses conges annuels du 1 au 15, se met en arret de maladie pendant ses conges et hop ! le tour est joué il reprendra son boulot le 30....1 mois d’absence avec 15 jours de conges...
RESPONSABLE : LE TOUBIB!","Santé mentale : ces jeunes actifs qui enchaînent les arrêts maladie pour ne pas « cravacher » comme leurs parents
🔗https://l.sudouest.fr/c2dZ","post"
"Coup de baguette magique,  ça ne la rendra pas plus compétente .","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/15fe","post"
"Francois Laurent En Russie, pas en Ukraine.","« Personne n’est prédestiné à aller à la guerre » : Anastasia Fomitchova, de Saintes à Kiev, en passant par le front, récit d’une vie dédiée à sa patrie","post"
"Arrêtez un peu de nous refiler vos merde","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/15fe","post"
"Un p’tit tour au mitard lui fera le plus grand bien !","« Face à la détresse du monde agricole, la bobologie interne à la CR, je n’en ai rien à foutre » : huit mois après son élection, Bertrand Venteau a rendez-vous devant le tribunal","post"
"SudOuest.fr nous le savons tout le monde entier que ca étais un complots de la reine mère l'alcoolique et du reste de la royaumete qu'il l'on faites assassiné l'accident ça étais une escuse mais nous ne sommes pas doup tout à bien étais calculé repose en paix diana tu reste toujours dans nos cœurs","Vidéo. Rappelez-vous, en 1997, Lady Diana Spencer perdait la vie à l’âge de 36 ans dans un tragique accident de voiture à Paris","post"
"Anne Marie Elle était avec Dody Al Fayet Égyptien et d'après son père elle était enceinte de lui.","Vidéo. Rappelez-vous, en 1997, Lady Diana Spencer perdait la vie à l’âge de 36 ans dans un tragique accident de voiture à Paris","post"
"Henry Durand l’éventuelle erreur sur l’énoncé ne change pas grand chose, et si c’est vrai cela veut dire que les distances et la vitesse n’ont pas été respectées","🔴 « Un drame terrible » : à Trélissac, en Dordogne, deux jeunes motards perdent la vie dans un accident après avoir percuté un véhicule en stationnement à vive allure
🔗https://l.sudouest.fr/iFv8","post"
"Je m'en souviens comme si cela c'était passé hier ce dimanche matin aux infos ça passé en boucle 😥😥","Vidéo. Rappelez-vous, en 1997, Lady Diana Spencer perdait la vie à l’âge de 36 ans dans un tragique accident de voiture à Paris","post"
"la radiée aurait  ete mieux !!!","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/Px7C","post"
"Cassiopee Orion Allez voir en Allemagne ! La France a encore beaucoup a apprendre concernant la bonne organisation des concerts ! Par contre, The Cure, FANTASTIQUE, merveilleux !","Pendant plus de deux heures, Robert Smith et ses cinq acolytes ont revisité près de cinquante ans de carrière, entre tubes définitifs et morceaux plus expérimentaux, ombre gothique et lumière pop, sans jamais rien lâcher de leur exigence artistique
🔗https://l.sudouest.fr/uqtH","post"
"Non. En octobre 2001, Oussama ben Laden aurait séjourné à l’American Hospital de Dubaï du 4 au 14 juillet 2001, soit seulement deux mois avant le 11-Septembre. Un représentant de la CIA lui aurait même rendu visite en juillet 2001.","États-Unis : la justice militaire américaine déclare irrecevables les aveux du cerveau présumé du 11-Septembre","post"
"Attentat sous faux drapeaux","États-Unis : la justice militaire américaine déclare irrecevables les aveux du cerveau présumé du 11-Septembre","post"
"David Bical t’es pas foutu de comprendre que ton loisir de mort doit être interdit car la faune ne t’appartient pas , que la chasse ne se justifie en rien de nos jours ! Que si tu veux bouffer des animaux tu as l’élevage 3 millions d’animaux abattus chaque jour en France pour ton plaisir gustatif ! Que tuer par plaisir des animaux sans défense relève de la psychopathie ! Tu veux quoi d autre ? Que je te donne des cours de biologie animale ?","L’association présidée par Laurent Leclercq, qui compte 220 adhérents, accueillera les chasseurs au port les samedis 5 et 12 septembre afin de préparer la nouvelle saison et d’échanger sur la gestion du gibier","post"
"Recyclage 😳🤡🤮","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/15fe","post"
"Anthony Mcnk Donc une ordure","La prix Nobel Elfriede Jelinek dénonce un « mensonge » de l’Occident sur l’État palestinien, qui ne verra « jamais » le jour « au train où vont les choses »","post"
"Nadine Coquard accident.....","Vidéo. Rappelez-vous, en 1997, Lady Diana Spencer perdait la vie à l’âge de 36 ans dans un tragique accident de voiture à Paris","post"
